run_date,entity_type,entity_key,proposed_concept_id,match_type,match_confidence,evidence,disposition
2026-07-05,amz_product,B0GW8K9DKD,CG-0001,rule_attribute,0.75,title ~* 'cast alumin' in mapped category,needs_review
2026-07-05,amz_product,B0GW969TGF,CG-0001,rule_attribute,0.75,title ~* 'cast alumin' in mapped category,needs_review
2026-07-05,amz_product,B0GTGC1SSH,CG-0001,rule_attribute,0.75,title ~* 'cast alumin' in mapped category,needs_review
2026-07-05,amz_product,B0GZF2QSLY,CG-0001,rule_attribute,0.75,title ~* 'cast alumin' in mapped category,needs_review
2026-07-05,amz_product,B0GWWGVVKD,CG-0001,rule_attribute,0.75,title ~* 'cast alumin' in mapped category,needs_review
2026-07-05,amz_product,B0GH7LT5HZ,CG-0002,rule_attribute,0.70,title ~* 'motivational|time.?marker' in mapped category,needs_review
2026-07-05,amz_product,B0G2RTSQDW,CG-0002,rule_attribute,0.70,title ~* 'motivational|time.?marker' in mapped category,needs_review
2026-07-05,amz_product,B0G2RTV1K1,CG-0002,rule_attribute,0.70,title ~* 'motivational|time.?marker' in mapped category,needs_review
2026-07-05,amz_product,B0FS18K5H9,CG-0002,rule_attribute,0.70,title ~* 'motivational|time.?marker' in mapped category,needs_review
2026-07-05,amz_product,B0FS182374,CG-0002,rule_attribute,0.70,title ~* 'motivational|time.?marker' in mapped category,needs_review
2026-07-05,amz_product,B0FH6YL3XC,CG-0003,rule_attribute,0.55,title ~* 'charcuterie' in mapped category,needs_review
2026-07-05,amz_product,B0GJS7YNWN,CG-0003,rule_attribute,0.55,title ~* 'charcuterie' in mapped category,needs_review
2026-07-05,amz_product,B0G4PY9Y2M,CG-0003,rule_attribute,0.55,title ~* 'charcuterie' in mapped category,needs_review
2026-07-05,amz_product,B0D2P1HSCV,CG-0003,rule_attribute,0.55,title ~* 'charcuterie' in mapped category,needs_review
2026-07-05,amz_product,B0G631DYNC,CG-0003,rule_attribute,0.55,title ~* 'charcuterie' in mapped category,needs_review
2026-07-05,amz_product,B0CJF94M8J,CG-0006,rule_attribute,0.75,title ~* 'oil spray' in mapped category,needs_review
2026-07-05,amz_product,B0CP4XY9QC,CG-0006,rule_attribute,0.75,title ~* 'oil spray' in mapped category,needs_review
2026-07-05,amz_product,B0GZ5Z7VFC,CG-0006,rule_attribute,0.75,title ~* 'oil spray' in mapped category,needs_review
2026-07-05,amz_product,B0GSK1GZFW,CG-0006,rule_attribute,0.75,title ~* 'oil spray' in mapped category,needs_review
2026-07-05,amz_product,B0GVN3QTF3,CG-0006,rule_attribute,0.75,title ~* 'oil spray' in mapped category,needs_review
2026-07-05,amz_product,B0GGGDT759,CG-0007,rule_attribute,0.55,title ~* 'stackable' in mapped category,needs_review
2026-07-05,amz_product,B09VY7BW48,CG-0007,rule_attribute,0.55,title ~* 'stackable' in mapped category,needs_review
2026-07-05,amz_product,B0GWFVRB5W,CG-0007,rule_attribute,0.55,title ~* 'stackable' in mapped category,needs_review
2026-07-05,amz_product,B09VXTT9QZ,CG-0007,rule_attribute,0.55,title ~* 'stackable' in mapped category,needs_review
2026-07-05,amz_product,B0D9W58553,CG-0007,rule_attribute,0.55,title ~* 'stackable' in mapped category,needs_review
2026-07-05,amz_product,B0C6Y8NYK1,CG-0008,rule_attribute,0.80,"title ~* 'air fryer.{0,20}liner' in mapped category",needs_review
2026-07-05,amz_product,B0B6PLG6G2,CG-0008,rule_attribute,0.80,"title ~* 'air fryer.{0,20}liner' in mapped category",needs_review
2026-07-05,amz_product,B0GXPJBX7H,CG-0008,rule_attribute,0.80,"title ~* 'air fryer.{0,20}liner' in mapped category",needs_review
2026-07-05,amz_product,B0G276ZQRB,CG-0008,rule_attribute,0.80,"title ~* 'air fryer.{0,20}liner' in mapped category",needs_review
2026-07-05,amz_product,B0BKR66QGC,CG-0008,rule_attribute,0.80,"title ~* 'air fryer.{0,20}liner' in mapped category",needs_review
2026-07-05,amz_product,B0GK1ZR1TJ,CG-0010,rule_attribute,0.80,title ~* 'candle warmer|warmer lamp' in mapped category,needs_review
2026-07-05,amz_product,B0GWDV1FL5,CG-0010,rule_attribute,0.80,title ~* 'candle warmer|warmer lamp' in mapped category,needs_review
2026-07-05,amz_product,B0GLFL395M,CG-0010,rule_attribute,0.80,title ~* 'candle warmer|warmer lamp' in mapped category,needs_review
2026-07-05,amz_product,B0CTJGJL2T,CG-0010,rule_attribute,0.80,title ~* 'candle warmer|warmer lamp' in mapped category,needs_review
2026-07-05,amz_product,B0DZFGTCLR,CG-0010,rule_attribute,0.80,title ~* 'candle warmer|warmer lamp' in mapped category,needs_review
2026-07-05,amz_product,B0GVM8N2CK,CG-0011,rule_attribute,0.75,"title ~* 'instant read.{0,15}thermometer' in mapped category",needs_review
2026-07-05,amz_product,B00S93EQUK,CG-0011,rule_attribute,0.75,"title ~* 'instant read.{0,15}thermometer' in mapped category",needs_review
2026-07-05,amz_product,B07XXSYLL8,CG-0011,rule_attribute,0.75,"title ~* 'instant read.{0,15}thermometer' in mapped category",needs_review
2026-07-05,amz_product,B0F5X4FM3Q,CG-0011,rule_attribute,0.75,"title ~* 'instant read.{0,15}thermometer' in mapped category",needs_review
2026-07-05,amz_product,B0GZ3173YY,CG-0011,rule_attribute,0.75,"title ~* 'instant read.{0,15}thermometer' in mapped category",needs_review
2026-07-05,amz_product,B0GD71NSS8,CG-0012,rule_attribute,0.80,title ~* 'meat chopper' in mapped category,needs_review
2026-07-05,amz_product,B08JKXDFQ9,CG-0012,rule_attribute,0.80,title ~* 'meat chopper' in mapped category,needs_review
2026-07-05,amz_product,B0GS5N64FN,CG-0012,rule_attribute,0.80,title ~* 'meat chopper' in mapped category,needs_review
2026-07-05,amz_product,B0FQB7WL2D,CG-0012,rule_attribute,0.80,title ~* 'meat chopper' in mapped category,needs_review
2026-07-05,amz_product,B08JLC49HY,CG-0012,rule_attribute,0.80,title ~* 'meat chopper' in mapped category,needs_review
2026-07-05,amz_product,B0D9QBSDGW,CG-0013,rule_attribute,0.75,"title ~* 'glass.{0,40}(meal prep|divided)|(meal prep|divided).{0,40}glass' in mapped category",needs_review
2026-07-05,amz_product,B0CZTMHKQT,CG-0013,rule_attribute,0.75,"title ~* 'glass.{0,40}(meal prep|divided)|(meal prep|divided).{0,40}glass' in mapped category",needs_review
2026-07-05,amz_product,B0GRTKQBCN,CG-0013,rule_attribute,0.75,"title ~* 'glass.{0,40}(meal prep|divided)|(meal prep|divided).{0,40}glass' in mapped category",needs_review
2026-07-05,amz_product,B0GFWRN61Q,CG-0013,rule_attribute,0.75,"title ~* 'glass.{0,40}(meal prep|divided)|(meal prep|divided).{0,40}glass' in mapped category",needs_review
2026-07-05,amz_product,B0GR4K5WF3,CG-0013,rule_attribute,0.75,"title ~* 'glass.{0,40}(meal prep|divided)|(meal prep|divided).{0,40}glass' in mapped category",needs_review
2026-07-05,amz_product,B0G2LL8WS1,CG-0014,rule_attribute,0.65,"title ~* 'bamboo.{0,30}(lid|glass)|glass.{0,40}bamboo' in mapped category",needs_review
2026-07-05,amz_product,B0DMP7H3Q9,CG-0014,rule_attribute,0.65,"title ~* 'bamboo.{0,30}(lid|glass)|glass.{0,40}bamboo' in mapped category",needs_review
2026-07-05,amz_product,B09Z7TVWN1,CG-0014,rule_attribute,0.65,"title ~* 'bamboo.{0,30}(lid|glass)|glass.{0,40}bamboo' in mapped category",needs_review
2026-07-05,amz_product,B0CFHKLR7Z,CG-0014,rule_attribute,0.65,"title ~* 'bamboo.{0,30}(lid|glass)|glass.{0,40}bamboo' in mapped category",needs_review
2026-07-05,amz_product,B0CLM6PS1G,CG-0014,rule_attribute,0.65,"title ~* 'bamboo.{0,30}(lid|glass)|glass.{0,40}bamboo' in mapped category",needs_review
2026-07-05,amz_product,B0GWR5PP3C,CG-0015,rule_attribute,0.70,"title ~* 'silicone.{0,30}(utensil|tool|spatula)' in mapped category",needs_review
2026-07-05,amz_product,B0GWCGDW49,CG-0015,rule_attribute,0.70,"title ~* 'silicone.{0,30}(utensil|tool|spatula)' in mapped category",needs_review
2026-07-05,amz_product,B08573DQ39,CG-0015,rule_attribute,0.70,"title ~* 'silicone.{0,30}(utensil|tool|spatula)' in mapped category",needs_review
2026-07-05,amz_product,B0GTMS3JLP,CG-0015,rule_attribute,0.70,"title ~* 'silicone.{0,30}(utensil|tool|spatula)' in mapped category",needs_review
2026-07-05,amz_product,B0GTMYRSYK,CG-0015,rule_attribute,0.70,"title ~* 'silicone.{0,30}(utensil|tool|spatula)' in mapped category",needs_review
2026-07-05,amz_product,B0GRMHHYKV,CG-0016,rule_attribute,0.70,"title ~* 'lazy susan|rotating.{0,25}(fridge|organizer)|fridge.{0,25}rotating' in mapped category",needs_review
2026-07-05,amz_product,B0GRM9WG58,CG-0016,rule_attribute,0.70,"title ~* 'lazy susan|rotating.{0,25}(fridge|organizer)|fridge.{0,25}rotating' in mapped category",needs_review
2026-07-05,amz_product,B0GRM5CWFF,CG-0016,rule_attribute,0.70,"title ~* 'lazy susan|rotating.{0,25}(fridge|organizer)|fridge.{0,25}rotating' in mapped category",needs_review
2026-07-05,amz_product,B0F7RV7KY8,CG-0017,rule_attribute,0.80,"title ~* 'cast iron.{0,30}bread|bread.{0,30}cast iron' in mapped category",needs_review
2026-07-05,amz_product,B0F7RVG7MQ,CG-0017,rule_attribute,0.80,"title ~* 'cast iron.{0,30}bread|bread.{0,30}cast iron' in mapped category",needs_review
2026-07-05,amz_product,B0GSQ2SDZ3,CG-0017,rule_attribute,0.80,"title ~* 'cast iron.{0,30}bread|bread.{0,30}cast iron' in mapped category",needs_review
2026-07-05,amz_product,B0GGGQ3MPP,CG-0017,rule_attribute,0.80,"title ~* 'cast iron.{0,30}bread|bread.{0,30}cast iron' in mapped category",needs_review
2026-07-05,amz_product,B0GHQ45T2H,CG-0017,rule_attribute,0.80,"title ~* 'cast iron.{0,30}bread|bread.{0,30}cast iron' in mapped category",needs_review
2026-07-05,amz_product,B0GZWVZ4LL,CG-0018,rule_attribute,0.60,"title ~* 'ceramic.{0,30}bakeware|bakeware.{0,30}ceramic' in mapped category",needs_review
2026-07-05,amz_product,B0G1KY973X,CG-0018,rule_attribute,0.60,"title ~* 'ceramic.{0,30}bakeware|bakeware.{0,30}ceramic' in mapped category",needs_review
2026-07-05,amz_product,B08T99DPF3,CG-0018,rule_attribute,0.60,"title ~* 'ceramic.{0,30}bakeware|bakeware.{0,30}ceramic' in mapped category",needs_review
2026-07-05,amz_product,B0FJV7852C,CG-0018,rule_attribute,0.60,"title ~* 'ceramic.{0,30}bakeware|bakeware.{0,30}ceramic' in mapped category",needs_review
2026-07-05,amz_product,B0FJTVK59F,CG-0018,rule_attribute,0.60,"title ~* 'ceramic.{0,30}bakeware|bakeware.{0,30}ceramic' in mapped category",needs_review
2026-07-05,amz_product,B0036POD8Q,CG-0019,rule_attribute,0.70,title ~* 'beverage dispenser|drink dispenser' in mapped category,needs_review
2026-07-05,amz_product,B073JY752D,CG-0019,rule_attribute,0.70,title ~* 'beverage dispenser|drink dispenser' in mapped category,needs_review
2026-07-05,amz_product,B0CHHVKMPL,CG-0020,rule_attribute,0.80,"title ~* 'magnetic.{0,25}spice|spice.{0,25}magnetic' in mapped category",needs_review
2026-07-05,amz_product,B0C3H9MJQV,CG-0020,rule_attribute,0.80,"title ~* 'magnetic.{0,25}spice|spice.{0,25}magnetic' in mapped category",needs_review
2026-07-05,amz_product,B0F488W76G,CG-0020,rule_attribute,0.80,"title ~* 'magnetic.{0,25}spice|spice.{0,25}magnetic' in mapped category",needs_review
2026-07-05,amz_product,B0F3GGNSFD,CG-0022,rule_attribute,0.55,title ~* 'mixing bowl' in mapped category,needs_review
2026-07-05,amz_product,B073JY752D,CG-0023,rule_attribute,0.65,"title ~* 'glass.{0,35}dispenser|dispenser.{0,35}glass|drink jar' in mapped category",needs_review
2026-07-05,amz_product,B0G5YNWGZK,CG-0024,rule_attribute,0.70,title ~* 'bento' in mapped category,needs_review
2026-07-05,amz_product,B0GSFJN98W,CG-0024,rule_attribute,0.70,title ~* 'bento' in mapped category,needs_review
2026-07-05,amz_product,B0GSFK84QH,CG-0024,rule_attribute,0.70,title ~* 'bento' in mapped category,needs_review
2026-07-05,amz_product,B0GF7VLM6J,CG-0024,rule_attribute,0.70,title ~* 'bento' in mapped category,needs_review
2026-07-05,amz_product,B0B9S5HZ26,CG-0024,rule_attribute,0.70,title ~* 'bento' in mapped category,needs_review
2026-07-05,amz_product,B07JDSL353,CG-0026,rule_attribute,0.65,"title ~* 'non.?slip.{0,30}(gadget|tool|grater|shredder)|kitchen gadget set' in mapped category",needs_review
2026-07-05,amz_product,B0D88HLFWT,CG-0026,rule_attribute,0.65,"title ~* 'non.?slip.{0,30}(gadget|tool|grater|shredder)|kitchen gadget set' in mapped category",needs_review
2026-07-05,amz_product,B07JFFTT24,CG-0026,rule_attribute,0.65,"title ~* 'non.?slip.{0,30}(gadget|tool|grater|shredder)|kitchen gadget set' in mapped category",needs_review
2026-07-05,amz_product,B0GHPRVD1Z,CG-0026,rule_attribute,0.65,"title ~* 'non.?slip.{0,30}(gadget|tool|grater|shredder)|kitchen gadget set' in mapped category",needs_review
2026-07-05,amz_product,B0D883N35Z,CG-0026,rule_attribute,0.65,"title ~* 'non.?slip.{0,30}(gadget|tool|grater|shredder)|kitchen gadget set' in mapped category",needs_review
2026-07-05,amz_product,B0GXZ2HWGJ,CG-0027,rule_attribute,0.55,title ~* 'soy candle' in mapped category,needs_review
2026-07-05,amz_product,B0GJCY2TJ9,CG-0027,rule_attribute,0.55,title ~* 'soy candle' in mapped category,needs_review
2026-07-05,amz_product,B0CCGM4BCZ,CG-0027,rule_attribute,0.55,title ~* 'soy candle' in mapped category,needs_review
2026-07-05,amz_product,B0GQR3N1RT,CG-0027,rule_attribute,0.55,title ~* 'soy candle' in mapped category,needs_review
2026-07-05,amz_product,B000YBFJQU,CG-0027,rule_attribute,0.55,title ~* 'soy candle' in mapped category,needs_review
2026-07-05,amz_product,B0D7KNVDMW,CG-0028,rule_attribute,0.60,"title ~* 'primula|double.?wall.{0,25}stainless' in mapped category",needs_review
2026-07-05,amz_product,B0D83KHBY2,CG-0028,rule_attribute,0.60,"title ~* 'primula|double.?wall.{0,25}stainless' in mapped category",needs_review
2026-07-05,amz_product,B0D75NGVTR,CG-0028,rule_attribute,0.60,"title ~* 'primula|double.?wall.{0,25}stainless' in mapped category",needs_review
2026-07-05,amz_product,B0DYKZVCWL,CG-0028,rule_attribute,0.60,"title ~* 'primula|double.?wall.{0,25}stainless' in mapped category",needs_review
2026-07-05,amz_product,B0DK2HSBDX,CG-0028,rule_attribute,0.60,"title ~* 'primula|double.?wall.{0,25}stainless' in mapped category",needs_review
2026-07-05,amz_product,B0GP2MS45Z,CG-0029,rule_attribute,0.60,title ~* 'tri.?ply|3.?ply|triply' in mapped category,needs_review
